"score_id","survey_id","survey_method_id","resolution_name","num_points","fraction_coverage"
472,912351918,895,"Australian Coral Species",1,0.819672131147541
473,912351918,895,"Australian Coral Species",1,0.819672131147541
474,912351918,895,"Australian Coral Species",1,0.819672131147541
475,912351918,895,"Australian Coral Species",1,0.819672131147541
476,912351918,895,"Australian Coral Species",1,0.819672131147541
477,912351918,895,"Australian Coral Species",1,0.819672131147541
478,912351918,895,"Australian Coral Species",3,2.45901639344262
562,3002585,1006,"RLS/Squidle",8,7.92079207920792
563,3002585,1006,"RLS/Squidle",25,24.7524752475248
564,3002585,1006,"RLS/Squidle",2,1.98019801980198
565,3002585,1006,"RLS/Squidle",5,4.95049504950495
566,3002585,1006,"RLS/Squidle",5,4.95049504950495
567,3002585,1006,"RLS/Squidle",1,0.99009900990099
568,3002585,1006,"RLS/Squidle",1,0.99009900990099
569,3002585,1006,"RLS/Squidle",10,9.9009900990099
570,3002585,1006,"RLS/Squidle",24,23.7623762376238
571,3002585,1006,"RLS/Squidle",13,12.8712871287129
572,3002585,1006,"RLS/Squidle",1,0.99009900990099
573,3002585,1006,"RLS/Squidle",1,0.99009900990099
574,3002585,1006,"RLS/Squidle",5,4.95049504950495
581,912352106,1014,"Australian Coral Species",2,22.2222222222222
582,912352106,1014,"Australian Coral Species",1,11.1111111111111
583,912352106,1014,"Australian Coral Species",1,11.1111111111111
584,912352106,1014,"Australian Coral Species",1,11.1111111111111
585,912352106,1014,"Australian Coral Species",3,33.3333333333333
586,912352106,1014,"Australian Coral Species",1,11.1111111111111
687,912347060,1209,"RLS/CATAMI",13,13
688,912347060,1209,"RLS/CATAMI",42,42
689,912347060,1209,"RLS/CATAMI",12,12
690,912347060,1209,"RLS/CATAMI",1,1
691,912347060,1209,"RLS/CATAMI",16,16
692,912347060,1209,"RLS/CATAMI",13,13
693,912347060,1209,"Australian Coral Species",8,15.6862745098039
694,912347060,1209,"RLS/CATAMI",1,1
695,912347060,1209,"Australian Coral Species",11,21.5686274509804
696,912347060,1209,"RLS/CATAMI",2,2
697,912347060,1209,"Australian Coral Species",1,1.96078431372549
698,912347060,1209,"Australian Coral Species",9,17.6470588235294
699,912347060,1209,"Australian Coral Species",1,1.96078431372549
700,912347060,1209,"Australian Coral Species",1,1.96078431372549
701,912347060,1209,"Australian Coral Species",4,7.84313725490196
702,912347060,1209,"Australian Coral Species",2,3.92156862745098
703,912347060,1209,"Australian Coral Species",1,1.96078431372549
704,912347060,1209,"Australian Coral Species",1,1.96078431372549
705,912347060,1209,"Australian Coral Species",1,1.96078431372549
706,912347060,1209,"Australian Coral Species",2,3.92156862745098
707,912347060,1209,"Australian Coral Species",6,11.7647058823529
708,912347060,1209,"Australian Coral Species",1,1.96078431372549
709,912347060,1209,"Australian Coral Species",2,3.92156862745098
718,912343117,1226,"RLS/CATAMI",12,12
719,912343117,1226,"RLS/CATAMI",27,27
720,912343117,1226,"RLS/CATAMI",17,17
721,912343117,1226,"Australian Coral Species",1,1.58730158730159
722,912343117,1226,"RLS/CATAMI",1,1
723,912343117,1226,"RLS/CATAMI",2,2
724,912343117,1226,"RLS/CATAMI",1,1
725,912343117,1226,"RLS/CATAMI",1,1
726,912343117,1226,"Australian Coral Species",2,3.17460317460317
727,912343117,1226,"RLS/CATAMI",8,8
728,912343117,1226,"Australian Coral Species",5,7.93650793650794
729,912343117,1226,"Australian Coral Species",1,1.58730158730159
730,912343117,1226,"RLS/CATAMI",8,8
731,912343117,1226,"RLS/CATAMI",22,22
732,912343117,1226,"RLS/CATAMI",1,1
733,912343117,1226,"Australian Coral Species",1,1.58730158730159
734,912343117,1226,"Australian Coral Species",2,3.17460317460317
735,912343117,1226,"Australian Coral Species",1,1.58730158730159
736,912343117,1226,"Australian Coral Species",1,1.58730158730159
737,912343117,1226,"Australian Coral Species",9,14.2857142857143
738,912343117,1226,"Australian Coral Species",2,3.17460317460317
739,912343117,1226,"Australian Coral Species",4,6.34920634920635
740,912343117,1226,"Australian Coral Species",4,6.34920634920635
741,912343117,1226,"Australian Coral Species",1,1.58730158730159
742,912343117,1226,"Australian Coral Species",4,6.34920634920635
743,912343117,1226,"Australian Coral Species",7,11.1111111111111
744,912343117,1226,"Australian Coral Species",1,1.58730158730159
745,912343117,1226,"Australian Coral Species",1,1.58730158730159
746,912343117,1226,"Australian Coral Species",1,1.58730158730159
747,912343117,1226,"Australian Coral Species",3,4.76190476190476
748,912343117,1226,"Australian Coral Species",4,6.34920634920635
749,912343117,1226,"Australian Coral Species",1,1.58730158730159
750,912343117,1226,"Australian Coral Species",1,1.58730158730159
751,912343117,1226,"Australian Coral Species",1,1.58730158730159
752,912343117,1226,"Australian Coral Species",3,4.76190476190476
753,912343117,1226,"Australian Coral Species",1,1.58730158730159
754,912343117,1226,"Australian Coral Species",1,1.58730158730159
780,912351403,1314,"RLS/Squidle",21,20.7920792079208
781,912351403,1314,"RLS/Squidle",3,2.97029702970297
782,912351403,1314,"RLS/Squidle",2,1.98019801980198
783,912351403,1314,"RLS/Squidle",1,0.99009900990099
784,912351403,1314,"RLS/Squidle",12,11.8811881188119
785,912351403,1314,"RLS/Squidle",15,14.8514851485149
786,912351403,1314,"RLS/Squidle",10,9.9009900990099
787,912351403,1314,"RLS/Squidle",4,3.96039603960396
788,912351403,1314,"RLS/Squidle",30,29.7029702970297
789,912351403,1314,"RLS/Squidle",2,1.98019801980198
790,912351403,1314,"RLS/Squidle",1,0.99009900990099
858,3000073,1479,"Full Res (Amelia VicTas)",1,0.184842883548983
859,3000073,1479,"RLS/Squidle",32,36.7816091954023
860,3000073,1479,"RLS/Squidle",4,4.59770114942529
861,3000073,1479,"Full Res (Amelia VicTas)",5,0.924214417744917
862,3000073,1479,"RLS/Squidle",1,1.14942528735632
863,3000073,1479,"RLS/Squidle",7,8.04597701149425
864,3000073,1479,"Full Res (Amelia VicTas)",77,14.2329020332717
865,3000073,1479,"RLS/Squidle",12,13.7931034482759
866,3000073,1479,"Full Res (Amelia VicTas)",21,3.88170055452865
867,3000073,1479,"RLS/Squidle",10,11.4942528735632
868,3000073,1479,"Full Res (Amelia VicTas)",4,0.739371534195933
869,3000073,1479,"Full Res (Amelia VicTas)",2,0.369685767097967
870,3000073,1479,"Full Res (Amelia VicTas)",47,8.68761552680222
871,3000073,1479,"Full Res (Amelia VicTas)",4,0.739371534195933
872,3000073,1479,"Full Res (Amelia VicTas)",1,0.184842883548983
873,3000073,1479,"Full Res (Amelia VicTas)",2,0.369685767097967
874,3000073,1479,"Full Res (Amelia VicTas)",95,17.5600739371534
875,3000073,1479,"RLS/Squidle",6,6.89655172413793
876,3000073,1479,"Full Res (Amelia VicTas)",145,26.8022181146026
877,3000073,1479,"Full Res (Amelia VicTas)",54,9.9815157116451
878,3000073,1479,"Full Res (Amelia VicTas)",34,6.28465804066543
879,3000073,1479,"Full Res (Amelia VicTas)",3,0.55452865064695
880,3000073,1479,"Full Res (Amelia VicTas)",2,0.369685767097967
881,3000073,1479,"Full Res (Amelia VicTas)",44,8.13308687615527
882,3000073,1479,"RLS/Squidle",12,13.7931034482759
883,3000073,1479,"RLS/Squidle",2,2.29885057471264
884,3000073,1479,"RLS/Squidle",1,1.14942528735632
1212,3002527,2057,"RLS/Squidle",25,27.7777777777778
1213,3002527,2057,"RLS/Squidle",2,2.22222222222222
1214,3002527,2057,"RLS/Squidle",7,7.77777777777778
1215,3002527,2057,"RLS/Squidle",2,2.22222222222222
1216,3002527,2057,"RLS/Squidle",1,1.11111111111111
1217,3002527,2057,"RLS/Squidle",1,1.11111111111111
1218,3002527,2057,"RLS/Squidle",1,1.11111111111111
1219,3002527,2057,"RLS/Squidle",2,2.22222222222222
1220,3002527,2057,"RLS/Squidle",16,17.7777777777778
1221,3002527,2057,"RLS/Squidle",3,3.33333333333333
1222,3002527,2057,"RLS/Squidle",7,7.77777777777778
1223,3002527,2057,"RLS/Squidle",4,4.44444444444444
1224,3002527,2057,"RLS/Squidle",3,3.33333333333333
1225,3002527,2057,"RLS/Squidle",16,17.7777777777778
1324,912352135,2176,"RLS/Squidle",1,1
1325,912352135,2176,"RLS/Squidle",13,13
1326,912352135,2176,"RLS/Squidle",9,9
1327,912352135,2176,"RLS/Squidle",5,5
1328,912352135,2176,"RLS/Squidle",13,13
1329,912352135,2176,"RLS/Squidle",47,47
1330,912352135,2176,"RLS/Squidle",12,12
1398,912347046,2327,"RLS/CATAMI",6,6
1399,912347046,2327,"RLS/CATAMI",4,4
1400,912347046,2327,"RLS/CATAMI",29,29
1401,912347046,2327,"RLS/CATAMI",16,16
1402,912347046,2327,"RLS/CATAMI",3,3
1403,912347046,2327,"Australian Coral Species",3,12.5
1404,912347046,2327,"Australian Coral Species",3,12.5
1405,912347046,2327,"RLS/CATAMI",16,16
1406,912347046,2327,"RLS/CATAMI",2,2
1407,912347046,2327,"RLS/CATAMI",24,24
1408,912347046,2327,"Australian Coral Species",3,12.5
1409,912347046,2327,"Australian Coral Species",1,4.16666666666667
1410,912347046,2327,"Australian Coral Species",7,29.1666666666667
1411,912347046,2327,"Australian Coral Species",6,25
1412,912347046,2327,"Australian Coral Species",1,4.16666666666667
1485,912344219,2476,"RLS/CATAMI",2,2
1486,912344219,2476,"RLS/CATAMI",15,15
1487,912344219,2476,"RLS/CATAMI",22,22
1488,912344219,2476,"RLS/CATAMI",5,5
1489,912344219,2476,"RLS/CATAMI",1,1
1490,912344219,2476,"RLS/CATAMI",2,2
1491,912344219,2476,"RLS/CATAMI",45,45
1492,912344219,2476,"RLS/CATAMI",1,1
1493,912344219,2476,"RLS/CATAMI",6,6
1494,912344219,2476,"RLS/CATAMI",1,1
1495,912344219,2476,"Australian Coral Species",2,18.1818181818182
1496,912344219,2476,"Australian Coral Species",4,36.3636363636364
1497,912344219,2476,"Australian Coral Species",1,9.09090909090909
1498,912344219,2476,"Australian Coral Species",1,9.09090909090909
1499,912344219,2476,"Australian Coral Species",1,9.09090909090909
1500,912344219,2476,"Australian Coral Species",1,9.09090909090909
1501,912344219,2476,"Australian Coral Species",1,9.09090909090909
1507,912345732,2486,"RLS/CATAMI",3,3
1508,912345732,2486,"RLS/CATAMI",7,7
1509,912345732,2486,"RLS/CATAMI",11,11
1510,912345732,2486,"RLS/CATAMI",5,5
1511,912345732,2486,"RLS/CATAMI",3,3
1512,912345732,2486,"RLS/CATAMI",8,8
1513,912345732,2486,"RLS/CATAMI",3,3
1514,912345732,2486,"Australian Coral Species",6,8.45070422535211
1515,912345732,2486,"RLS/CATAMI",54,54
1516,912345732,2486,"RLS/CATAMI",1,1
1517,912345732,2486,"Australian Coral Species",4,5.63380281690141
1518,912345732,2486,"RLS/CATAMI",4,4
1519,912345732,2486,"RLS/CATAMI",1,1
1520,912345732,2486,"Australian Coral Species",1,1.40845070422535
1521,912345732,2486,"Australian Coral Species",1,1.40845070422535
1522,912345732,2486,"Australian Coral Species",3,4.22535211267606
1523,912345732,2486,"Australian Coral Species",1,1.40845070422535
1524,912345732,2486,"Australian Coral Species",1,1.40845070422535
1525,912345732,2486,"Australian Coral Species",1,1.40845070422535
1526,912345732,2486,"Australian Coral Species",7,9.85915492957746
1527,912345732,2486,"Australian Coral Species",1,1.40845070422535
1528,912345732,2486,"Australian Coral Species",18,25.3521126760563
1529,912345732,2486,"Australian Coral Species",2,2.8169014084507
1530,912345732,2486,"Australian Coral Species",6,8.45070422535211
1531,912345732,2486,"Australian Coral Species",3,4.22535211267606
1532,912345732,2486,"Australian Coral Species",1,1.40845070422535
1533,912345732,2486,"Australian Coral Species",1,1.40845070422535
1534,912345732,2486,"Australian Coral Species",1,1.40845070422535
1535,912345732,2486,"Australian Coral Species",1,1.40845070422535
1536,912345732,2486,"Australian Coral Species",2,2.8169014084507
1537,912345732,2486,"Australian Coral Species",1,1.40845070422535
1538,912345732,2486,"Australian Coral Species",1,1.40845070422535
1539,912345732,2486,"Australian Coral Species",1,1.40845070422535
1540,912345732,2486,"Australian Coral Species",2,2.8169014084507
1541,912345732,2486,"Australian Coral Species",1,1.40845070422535
1542,912345732,2486,"Australian Coral Species",2,2.8169014084507
1543,912345732,2486,"Australian Coral Species",1,1.40845070422535
1544,912345732,2486,"Australian Coral Species",1,1.40845070422535
1601,912352128,2595,"Australian Coral Species",1,0.961538461538462
1602,912352128,2595,"Australian Coral Species",12,11.5384615384615
1603,912352128,2595,"Australian Coral Species",9,8.65384615384615
1604,912352128,2595,"Australian Coral Species",5,4.80769230769231
1605,912352128,2595,"Australian Coral Species",1,0.961538461538462
1606,912352128,2595,"Australian Coral Species",1,0.961538461538462
1607,912352128,2595,"Australian Coral Species",1,0.961538461538462
1608,912352128,2595,"Australian Coral Species",69,66.3461538461538
1609,912352128,2595,"Australian Coral Species",2,1.92307692307692
1610,912352128,2595,"Australian Coral Species",1,0.961538461538462
1611,912352128,2595,"Australian Coral Species",2,1.92307692307692
1612,912351896,2618,"Australian Coral Species",6,6.12244897959184
1613,912351896,2618,"Australian Coral Species",9,9.18367346938776
1614,912351896,2618,"Australian Coral Species",8,8.16326530612245
1615,912351896,2618,"Australian Coral Species",10,10.2040816326531
1616,912351896,2618,"Australian Coral Species",1,1.02040816326531
1617,912351896,2618,"Australian Coral Species",2,2.04081632653061
1618,912351896,2618,"Australian Coral Species",3,3.06122448979592
1619,912351896,2618,"Australian Coral Species",1,1.02040816326531
1620,912351896,2618,"Australian Coral Species",4,4.08163265306122
1621,912351896,2618,"Australian Coral Species",1,1.02040816326531
1622,912351896,2618,"Australian Coral Species",7,7.14285714285714
1623,912351896,2618,"Australian Coral Species",2,2.04081632653061
1624,912351896,2618,"Australian Coral Species",8,8.16326530612245
1625,912351896,2618,"Australian Coral Species",3,3.06122448979592
1626,912351896,2618,"Australian Coral Species",1,1.02040816326531
1627,912351896,2618,"Australian Coral Species",1,1.02040816326531
1628,912351896,2618,"Australian Coral Species",1,1.02040816326531
1629,912351896,2618,"Australian Coral Species",1,1.02040816326531
1630,912351896,2618,"Australian Coral Species",18,18.3673469387755
1631,912351896,2618,"Australian Coral Species",1,1.02040816326531
1632,912351896,2618,"Australian Coral Species",2,2.04081632653061
1633,912351896,2618,"Australian Coral Species",1,1.02040816326531
1634,912351896,2618,"Australian Coral Species",7,7.14285714285714
1698,912343952,2717,"RLS/Squidle",8,8
1699,912343952,2717,"RLS/Squidle",52,52
1700,912343952,2717,"RLS/Squidle",1,1
1701,912343952,2717,"RLS/Squidle",11,11
1702,912343952,2717,"RLS/Squidle",6,6
1703,912343952,2717,"RLS/Squidle",2,2
1704,912343952,2717,"RLS/Squidle",4,4
1705,912343952,2717,"RLS/Squidle",3,3
1706,912343952,2717,"RLS/Squidle",2,2
1707,912343952,2717,"RLS/Squidle",9,9
1708,912343952,2717,"RLS/Squidle",2,2
1742,3000156,2787,"RLS/Squidle",7,7
1743,3000156,2787,"Full Res (Amelia VicTas)",3,0.551470588235294
1744,3000156,2787,"Full Res (Amelia VicTas)",198,36.3970588235294
1745,3000156,2787,"RLS/Squidle",35,35
1746,3000156,2787,"Full Res (Amelia VicTas)",34,6.25
1747,3000156,2787,"RLS/Squidle",8,8
1748,3000156,2787,"Full Res (Amelia VicTas)",49,9.00735294117647
1749,3000156,2787,"RLS/Squidle",4,4
1750,3000156,2787,"Full Res (Amelia VicTas)",27,4.96323529411765
1751,3000156,2787,"RLS/Squidle",3,3
1752,3000156,2787,"Full Res (Amelia VicTas)",5,0.919117647058823
1753,3000156,2787,"RLS/Squidle",2,2
1754,3000156,2787,"Full Res (Amelia VicTas)",14,2.57352941176471
1755,3000156,2787,"Full Res (Amelia VicTas)",35,6.43382352941176
1756,3000156,2787,"Full Res (Amelia VicTas)",10,1.83823529411765
1757,3000156,2787,"Full Res (Amelia VicTas)",6,1.10294117647059
1758,3000156,2787,"Full Res (Amelia VicTas)",59,10.8455882352941
1759,3000156,2787,"Full Res (Amelia VicTas)",7,1.28676470588235
1760,3000156,2787,"Full Res (Amelia VicTas)",71,13.0514705882353
1761,3000156,2787,"RLS/Squidle",17,17
1762,3000156,2787,"Full Res (Amelia VicTas)",1,0.183823529411765
1763,3000156,2787,"Full Res (Amelia VicTas)",1,0.183823529411765
1764,3000156,2787,"Full Res (Amelia VicTas)",2,0.367647058823529
1765,3000156,2787,"Full Res (Amelia VicTas)",20,3.67647058823529
1766,3000156,2787,"Full Res (Amelia VicTas)",1,0.183823529411765
1767,3000156,2787,"Full Res (Amelia VicTas)",1,0.183823529411765
1768,3000156,2787,"RLS/Squidle",22,22
1769,3000156,2787,"RLS/Squidle",1,1
1770,3000156,2787,"RLS/Squidle",1,1
1864,912351311,2959,"RLS/Squidle",1,1
1865,912351311,2959,"RLS/Squidle",1,1
1866,912351311,2959,"RLS/Squidle",18,18
1867,912351311,2959,"RLS/Squidle",3,3
1868,912351311,2959,"RLS/Squidle",2,2
1869,912351311,2959,"RLS/Squidle",4,4
1870,912351311,2959,"RLS/Squidle",5,5
1871,912351311,2959,"RLS/Squidle",66,66
1901,912343540,2984,"RLS/Squidle",1,1
1902,912343540,2984,"RLS/Squidle",1,1
1903,912343540,2984,"RLS/Squidle",1,1
1904,912343540,2984,"RLS/Squidle",2,2
1905,912343540,2984,"RLS/Squidle",1,1
1906,912343540,2984,"RLS/Squidle",10,10
1907,912343540,2984,"RLS/Squidle",5,5
1908,912343540,2984,"RLS/Squidle",2,2
1909,912343540,2984,"RLS/Squidle",4,4
1910,912343540,2984,"RLS/Squidle",1,1
1911,912343540,2984,"RLS/Squidle",32,32
1912,912343540,2984,"RLS/Squidle",21,21
1913,912343540,2984,"RLS/Squidle",1,1
1914,912343540,2984,"RLS/Squidle",17,17
1915,912343540,2984,"RLS/Squidle",1,1
1994,912347851,3220,"RLS/Squidle",3,3
1995,912347851,3220,"RLS/Squidle",7,7
1996,912347851,3220,"RLS/Squidle",10,10
1997,912347851,3220,"RLS/Squidle",79,79
1998,912347851,3220,"RLS/Squidle",1,1
1999,912343797,3279,"RLS/CATAMI",13,13
2000,912343797,3279,"RLS/CATAMI",45,45
2001,912343797,3279,"RLS/CATAMI",6,6
2002,912343797,3279,"RLS/CATAMI",19,19
2003,912343797,3279,"RLS/CATAMI",8,8
2004,912343797,3279,"RLS/CATAMI",2,2
2005,912343797,3279,"RLS/CATAMI",4,4
2006,912343797,3279,"RLS/CATAMI",3,3
2007,912343797,3279,"Australian Coral Species",1,1.75438596491228
2008,912343797,3279,"Australian Coral Species",3,5.26315789473684
2009,912343797,3279,"Australian Coral Species",1,1.75438596491228
2010,912343797,3279,"Australian Coral Species",1,1.75438596491228
2011,912343797,3279,"Australian Coral Species",10,17.5438596491228
2012,912343797,3279,"Australian Coral Species",3,5.26315789473684
2013,912343797,3279,"Australian Coral Species",6,10.5263157894737
2014,912343797,3279,"Australian Coral Species",1,1.75438596491228
2015,912343797,3279,"Australian Coral Species",1,1.75438596491228
2016,912343797,3279,"Australian Coral Species",3,5.26315789473684
2017,912343797,3279,"Australian Coral Species",1,1.75438596491228
2018,912343797,3279,"Australian Coral Species",2,3.50877192982456
2019,912343797,3279,"Australian Coral Species",9,15.7894736842105
2020,912343797,3279,"Australian Coral Species",1,1.75438596491228
2021,912343797,3279,"Australian Coral Species",1,1.75438596491228
2022,912343797,3279,"Australian Coral Species",1,1.75438596491228
2023,912343797,3279,"Australian Coral Species",2,3.50877192982456
2024,912343797,3279,"Australian Coral Species",1,1.75438596491228
2025,912343797,3279,"Australian Coral Species",1,1.75438596491228
2026,912343797,3279,"Australian Coral Species",1,1.75438596491228
2027,912343797,3279,"Australian Coral Species",1,1.75438596491228
2028,912343797,3279,"Australian Coral Species",1,1.75438596491228
2029,912343797,3279,"Australian Coral Species",2,3.50877192982456
2030,912343797,3279,"Australian Coral Species",1,1.75438596491228
2031,912343797,3279,"Australian Coral Species",1,1.75438596491228
2032,912343797,3279,"Australian Coral Species",1,1.75438596491228
2062,912345042,3399,"RLS/Squidle",1,1.05263157894737
2063,912345042,3399,"RLS/Squidle",3,3.15789473684211
2064,912345042,3399,"RLS/Squidle",1,1.05263157894737
2065,912345042,3399,"RLS/Squidle",22,23.1578947368421
2066,912345042,3399,"RLS/Squidle",1,1.05263157894737
2067,912345042,3399,"RLS/Squidle",2,2.10526315789474
2068,912345042,3399,"RLS/Squidle",9,9.47368421052632
2069,912345042,3399,"RLS/Squidle",6,6.31578947368421
2070,912345042,3399,"RLS/Squidle",45,47.3684210526316
2071,912345042,3399,"RLS/Squidle",1,1.05263157894737
2072,912345042,3399,"RLS/Squidle",4,4.21052631578947
2080,912343255,3430,"RLS/CATAMI",3,3
2081,912343255,3430,"RLS/CATAMI",25,25
2082,912343255,3430,"RLS/CATAMI",3,3
2083,912343255,3430,"RLS/CATAMI",4,4
2084,912343255,3430,"RLS/CATAMI",27,27
2085,912343255,3430,"RLS/CATAMI",5,5
2086,912343255,3430,"RLS/CATAMI",4,4
2087,912343255,3430,"Australian Coral Species",1,3.7037037037037
2088,912343255,3430,"RLS/CATAMI",9,9
2089,912343255,3430,"RLS/CATAMI",4,4
2090,912343255,3430,"RLS/CATAMI",9,9
2091,912343255,3430,"Australian Coral Species",7,25.9259259259259
2092,912343255,3430,"Australian Coral Species",2,7.40740740740741
2093,912343255,3430,"RLS/CATAMI",7,7
2094,912343255,3430,"Australian Coral Species",3,11.1111111111111
2095,912343255,3430,"Australian Coral Species",1,3.7037037037037
2096,912343255,3430,"Australian Coral Species",3,11.1111111111111
2097,912343255,3430,"Australian Coral Species",2,7.40740740740741
2098,912343255,3430,"Australian Coral Species",1,3.7037037037037
2099,912343255,3430,"Australian Coral Species",1,3.7037037037037
2100,912343255,3430,"Australian Coral Species",1,3.7037037037037
2101,912343255,3430,"Australian Coral Species",1,3.7037037037037
2102,912343255,3430,"Australian Coral Species",1,3.7037037037037
2103,912343255,3430,"Australian Coral Species",2,7.40740740740741
2104,912343255,3430,"Australian Coral Species",1,3.7037037037037
2365,912343530,3975,"RLS/Squidle",14,15.5555555555556
2366,912343530,3975,"RLS/Squidle",7,7.77777777777778
2367,912343530,3975,"RLS/Squidle",1,1.11111111111111
2368,912343530,3975,"RLS/Squidle",5,5.55555555555556
2369,912343530,3975,"RLS/Squidle",21,23.3333333333333
2370,912343530,3975,"RLS/Squidle",29,32.2222222222222
2371,912343530,3975,"RLS/Squidle",13,14.4444444444444
2387,912344221,3999,"RLS/CATAMI",11,11
2388,912344221,3999,"RLS/CATAMI",4,4
2389,912344221,3999,"RLS/CATAMI",21,21
2390,912344221,3999,"RLS/CATAMI",39,39
2391,912344221,3999,"RLS/CATAMI",2,2
2392,912344221,3999,"RLS/CATAMI",7,7
2393,912344221,3999,"RLS/CATAMI",8,8
2394,912344221,3999,"RLS/CATAMI",1,1
2395,912344221,3999,"Australian Coral Species",1,2.7027027027027
2396,912344221,3999,"RLS/CATAMI",7,7
2397,912344221,3999,"Australian Coral Species",1,2.7027027027027
2398,912344221,3999,"Australian Coral Species",1,2.7027027027027
2399,912344221,3999,"Australian Coral Species",1,2.7027027027027
2400,912344221,3999,"Australian Coral Species",2,5.40540540540541
2401,912344221,3999,"Australian Coral Species",1,2.7027027027027
2402,912344221,3999,"Australian Coral Species",3,8.10810810810811
2403,912344221,3999,"Australian Coral Species",1,2.7027027027027
2404,912344221,3999,"Australian Coral Species",1,2.7027027027027
2405,912344221,3999,"Australian Coral Species",4,10.8108108108108
2406,912344221,3999,"Australian Coral Species",1,2.7027027027027
2407,912344221,3999,"Australian Coral Species",1,2.7027027027027
2408,912344221,3999,"Australian Coral Species",1,2.7027027027027
2409,912344221,3999,"Australian Coral Species",3,8.10810810810811
2410,912344221,3999,"Australian Coral Species",8,21.6216216216216
2411,912344221,3999,"Australian Coral Species",1,2.7027027027027
2412,912344221,3999,"Australian Coral Species",3,8.10810810810811
2413,912344221,3999,"Australian Coral Species",3,8.10810810810811
2537,912351941,4238,"Australian Coral Species",13,12.2641509433962
2538,912351941,4238,"Australian Coral Species",6,5.66037735849057
2539,912351941,4238,"Australian Coral Species",3,2.83018867924528
2540,912351941,4238,"Australian Coral Species",28,26.4150943396226
2541,912351941,4238,"Australian Coral Species",33,31.1320754716981
2542,912351941,4238,"Australian Coral Species",1,0.943396226415094
2543,912351941,4238,"Australian Coral Species",1,0.943396226415094
2544,912351941,4238,"Australian Coral Species",15,14.1509433962264
2545,912351941,4238,"Australian Coral Species",2,1.88679245283019
2546,912351941,4238,"Australian Coral Species",1,0.943396226415094
2547,912351941,4238,"Australian Coral Species",2,1.88679245283019
2548,912351941,4238,"Australian Coral Species",1,0.943396226415094
2590,912351999,4316,"Australian Coral Species",1,0.961538461538462
2591,912351999,4316,"Australian Coral Species",11,10.5769230769231
2592,912351999,4316,"Australian Coral Species",35,33.6538461538462
2593,912351999,4316,"Australian Coral Species",2,1.92307692307692
2594,912351999,4316,"Australian Coral Species",1,0.961538461538462
2595,912351999,4316,"Australian Coral Species",7,6.73076923076923
2596,912351999,4316,"Australian Coral Species",5,4.80769230769231
2597,912351999,4316,"Australian Coral Species",19,18.2692307692308
2598,912351999,4316,"Australian Coral Species",1,0.961538461538462
2599,912351999,4316,"Australian Coral Species",1,0.961538461538462
2600,912351999,4316,"Australian Coral Species",1,0.961538461538462
